Y ,X1 ,X2 ,X3 ,
280 ,7 ,4 ,10 ,
30 ,5 ,1 ,6 ,
243 ,9 ,3 ,9 ,
12 ,2 ,6 ,1 ,
70 ,7 ,2 ,5 ,
243 ,9 ,3 ,9 ,
729 ,9 ,9 ,9 ,
162 ,6 ,3 ,9 ,
64 ,8 ,1 ,8 ,
18 ,9 ,2 ,1 ,
300 ,10 ,3 ,10 ,
4 ,1 ,2 ,2 ,
392 ,8 ,7 ,7 ,
120 ,2 ,6 ,10 ,
150 ,10 ,5 ,3 ,
196 ,7 ,7 ,4 ,
576 ,9 ,8 ,8 ,
360 ,10 ,4 ,9 ,
315 ,5 ,7 ,9 ,
3 ,1 ,1 ,3 ,
36 ,2 ,2 ,9 ,
210 ,7 ,5 ,6 ,
192 ,6 ,8 ,4 ,
240 ,6 ,8 ,5 ,
180 ,10 ,3 ,6 ,
192 ,8 ,3 ,8 ,
70 ,2 ,7 ,5 ,
175 ,5 ,5 ,7 ,
60 ,2 ,5 ,6 ,
63 ,1 ,9 ,7 ,
84 ,4 ,7 ,3 ,
450 ,10 ,9 ,5 ,
288 ,8 ,4 ,9 ,
42 ,6 ,7 ,1 ,
64 ,4 ,2 ,8 ,
245 ,5 ,7 ,7 ,
300 ,3 ,10 ,10 ,
400 ,5 ,8 ,10 ,
84 ,6 ,7 ,2 ,
150 ,3 ,5 ,10 ,
120 ,5 ,3 ,8 ,
2 ,1 ,1 ,2 ,
486 ,9 ,9 ,6 ,
108 ,9 ,4 ,3 ,
500 ,10 ,5 ,10 ,
70 ,2 ,5 ,7 ,
18 ,3 ,3 ,2 ,
40 ,1 ,8 ,5 ,
30 ,6 ,1 ,5 ,
90 ,9 ,2 ,5 ,
42 ,7 ,1 ,6 ,
504 ,9 ,7 ,8 ,
270 ,6 ,5 ,9 ,
900 ,10 ,10 ,9 ,
81 ,3 ,9 ,3 ,
8 ,2 ,4 ,1 ,
576 ,8 ,8 ,9 ,
560 ,8 ,10 ,7 ,
252 ,6 ,7 ,6 ,
600 ,6 ,10 ,10 ,
90 ,1 ,10 ,9 ,
15 ,1 ,3 ,5 ,
60 ,2 ,10 ,3 ,
20 ,4 ,5 ,1 ,
567 ,9 ,7 ,9 ,
6 ,3 ,1 ,2 ,
336 ,8 ,7 ,6 ,
24 ,1 ,3 ,8 ,
72 ,2 ,6 ,6 ,
27 ,9 ,3 ,1 ,
126 ,2 ,7 ,9 ,
560 ,7 ,10 ,8 ,
60 ,10 ,2 ,3 ,
36 ,9 ,1 ,4 ,
72 ,2 ,6 ,6 ,
280 ,8 ,5 ,7 ,
216 ,6 ,6 ,6 ,
270 ,6 ,9 ,5 ,
200 ,10 ,2 ,10 ,
280 ,4 ,7 ,10 ,
720 ,10 ,9 ,8 ,
7 ,1 ,1 ,7 ,
200 ,2 ,10 ,10 ,
30 ,3 ,2 ,5 ,
30 ,1 ,3 ,10 ,
180 ,9 ,4 ,5 ,
500 ,10 ,10 ,5 ,
180 ,3 ,6 ,10 ,
490 ,7 ,7 ,10 ,
96 ,4 ,3 ,8 ,
16 ,4 ,1 ,4 ,
18 ,2 ,3 ,3 ,
30 ,1 ,3 ,10 ,
486 ,6 ,9 ,9 ,
5 ,5 ,1 ,1 ,
98 ,7 ,7 ,2 ,
42 ,7 ,3 ,2 ,
315 ,5 ,7 ,9 ,
240 ,10 ,8 ,3 ,
100 ,5 ,4 ,5 ,
16 ,8 ,1 ,2 ,
490 ,7 ,7 ,10 ,
3 ,3 ,1 ,1 ,
60 ,3 ,2 ,10 ,
40 ,4 ,1 ,10 ,
441 ,7 ,9 ,7 ,
50 ,1 ,5 ,10 ,
432 ,9 ,8 ,6 ,
108 ,2 ,6 ,9 ,
70 ,5 ,7 ,2 ,
192 ,8 ,8 ,3 ,
162 ,6 ,3 ,9 ,
56 ,2 ,7 ,4 ,
45 ,9 ,5 ,1 ,
108 ,6 ,3 ,6 ,
300 ,6 ,10 ,5 ,
378 ,9 ,7 ,6 ,
72 ,4 ,9 ,2 ,
144 ,4 ,6 ,6 ,
3 ,1 ,3 ,1 ,
648 ,9 ,9 ,8 ,
18 ,1 ,6 ,3 ,
25 ,1 ,5 ,5 ,
56 ,7 ,2 ,4 ,
120 ,5 ,3 ,8 ,
56 ,7 ,8 ,1 ,
70 ,10 ,1 ,7 ,
96 ,4 ,4 ,6 ,
32 ,8 ,4 ,1 ,
252 ,4 ,7 ,9 ,
90 ,3 ,3 ,10 ,
196 ,7 ,7 ,4 ,
90 ,1 ,9 ,10 ,
27 ,9 ,1 ,3 ,
60 ,5 ,3 ,4 ,
35 ,5 ,7 ,1 ,
15 ,1 ,3 ,5 ,
84 ,4 ,3 ,7 ,
24 ,2 ,4 ,3 ,
210 ,10 ,3 ,7 ,
448 ,7 ,8 ,8 ,
48 ,2 ,3 ,8 ,
224 ,4 ,8 ,7 ,
420 ,10 ,6 ,7 ,
648 ,9 ,9 ,8 ,
56 ,4 ,2 ,7 ,
20 ,2 ,5 ,2 ,
48 ,1 ,8 ,6 ,
60 ,2 ,10 ,3 ,
72 ,4 ,2 ,9 ,
80 ,1 ,8 ,10 ,
7 ,7 ,1 ,1 ,
400 ,10 ,10 ,4 ,
140 ,7 ,4 ,5 ,
560 ,10 ,7 ,8 ,
280 ,10 ,4 ,7 ,
504 ,8 ,9 ,7 ,
48 ,2 ,6 ,4 ,
630 ,10 ,7 ,9 ,
350 ,10 ,7 ,5 ,
240 ,6 ,4 ,10 ,
108 ,6 ,3 ,6 ,
432 ,6 ,8 ,9 ,
120 ,10 ,6 ,2 ,
70 ,2 ,5 ,7 ,
180 ,9 ,10 ,2 ,
100 ,5 ,5 ,4 ,
5 ,1 ,1 ,5 ,
315 ,9 ,5 ,7 ,
18 ,6 ,1 ,3 ,
540 ,9 ,6 ,10 ,
288 ,8 ,4 ,9 ,
240 ,10 ,8 ,3 ,
720 ,9 ,10 ,8 ,
48 ,4 ,6 ,2 ,
360 ,8 ,5 ,9 ,
336 ,8 ,6 ,7 ,
324 ,6 ,6 ,9 ,
160 ,10 ,4 ,4 ,
240 ,3 ,10 ,8 ,
144 ,3 ,8 ,6 ,
504 ,9 ,8 ,7 ,
320 ,4 ,10 ,8 ,
35 ,5 ,7 ,1 ,
210 ,7 ,10 ,3 ,
540 ,9 ,10 ,6 ,
30 ,1 ,3 ,10 ,
90 ,5 ,9 ,2 ,
315 ,9 ,7 ,5 ,
32 ,4 ,2 ,4 ,
36 ,2 ,6 ,3 ,
32 ,1 ,4 ,8 ,
36 ,1 ,9 ,4 ,
4 ,1 ,2 ,2 ,
315 ,7 ,9 ,5 ,
300 ,10 ,6 ,5 ,
28 ,1 ,4 ,7 ,
162 ,3 ,6 ,9 ,
324 ,9 ,4 ,9 ,
192 ,8 ,8 ,3 ,
20 ,5 ,4 ,1 ,
128 ,4 ,4 ,8 ,
8 ,4 ,1 ,2 ,
81 ,3 ,3 ,9 ,
25 ,5 ,1 ,5 ,
96 ,4 ,8 ,3 ,
240 ,6 ,8 ,5 ,
120 ,10 ,3 ,4 ,
360 ,9 ,10 ,4 ,
243 ,9 ,9 ,3 ,
24 ,4 ,1 ,6 ,
200 ,4 ,10 ,5 ,
40 ,4 ,5 ,2 ,
10 ,1 ,1 ,10 ,
126 ,9 ,2 ,7 ,
252 ,6 ,6 ,7 ,
56 ,7 ,8 ,1 ,
50 ,10 ,5 ,1 ,
324 ,6 ,6 ,9 ,
28 ,1 ,4 ,7 ,
168 ,3 ,7 ,8 ,
216 ,9 ,3 ,8 ,
12 ,3 ,4 ,1 ,
16 ,1 ,8 ,2 ,
75 ,5 ,5 ,3 ,
48 ,3 ,8 ,2 ,
420 ,7 ,6 ,10 ,
35 ,1 ,7 ,5 ,
70 ,5 ,2 ,7 ,
24 ,2 ,4 ,3 ,
18 ,2 ,9 ,1 ,
250 ,10 ,5 ,5 ,
144 ,6 ,8 ,3 ,
160 ,4 ,5 ,8 ,
96 ,2 ,8 ,6 ,
126 ,7 ,3 ,6 ,
225 ,5 ,9 ,5 ,
80 ,4 ,2 ,10 ,
90 ,9 ,2 ,5 ,
320 ,8 ,4 ,10 ,
240 ,10 ,4 ,6 ,
480 ,10 ,6 ,8 ,
16 ,2 ,2 ,4 ,
225 ,9 ,5 ,5 ,
20 ,2 ,5 ,2 ,
108 ,3 ,4 ,9 ,
180 ,5 ,9 ,4 ,
300 ,10 ,3 ,10 ,
10 ,1 ,10 ,1 ,
270 ,5 ,9 ,6 ,
210 ,10 ,3 ,7 ,
24 ,4 ,2 ,3 ,
120 ,3 ,4 ,10 ,
350 ,5 ,7 ,10 ,
36 ,1 ,9 ,4 ,
320 ,10 ,4 ,8 ,
700 ,7 ,10 ,10 ,
108 ,2 ,9 ,6 ,
30 ,1 ,6 ,5 ,
189 ,3 ,9 ,7 ,
72 ,3 ,4 ,6 ,
324 ,6 ,9 ,6 ,
4 ,1 ,2 ,2 ,
100 ,10 ,1 ,10 ,
720 ,10 ,8 ,9 ,
45 ,5 ,1 ,9 ,
320 ,5 ,8 ,8 ,
75 ,3 ,5 ,5 ,
160 ,8 ,2 ,10 ,
96 ,2 ,8 ,6 ,
60 ,10 ,3 ,2 ,
80 ,10 ,8 ,1 ,
100 ,4 ,5 ,5 ,
40 ,10 ,2 ,2 ,
4 ,2 ,1 ,2 ,
98 ,7 ,7 ,2 ,
96 ,4 ,6 ,4 ,
24 ,4 ,6 ,1 ,
189 ,9 ,3 ,7 ,
30 ,10 ,1 ,3 ,
243 ,9 ,3 ,9 ,
180 ,5 ,9 ,4 ,
648 ,9 ,8 ,9 ,
120 ,5 ,8 ,3 ,
24 ,6 ,4 ,1 ,
24 ,4 ,2 ,3 ,
20 ,1 ,2 ,10 ,
28 ,2 ,7 ,2 ,
54 ,3 ,9 ,2 ,
280 ,8 ,5 ,7 ,
24 ,3 ,1 ,8 ,
90 ,10 ,9 ,1 ,
48 ,4 ,3 ,4 ,
96 ,6 ,2 ,8 ,
84 ,4 ,7 ,3 ,
120 ,5 ,4 ,6 ,
168 ,7 ,4 ,6 ,
540 ,10 ,9 ,6 ,
108 ,9 ,3 ,4 ,
504 ,8 ,9 ,7 ,
252 ,9 ,4 ,7 ,
378 ,7 ,9 ,6 ,
16 ,8 ,2 ,1 ,
32 ,8 ,1 ,4 ,
48 ,3 ,8 ,2 ,
45 ,5 ,3 ,3 ,
81 ,9 ,9 ,1 ,
30 ,6 ,1 ,5 ,
7 ,7 ,1 ,1 ,
90 ,1 ,10 ,9 ,
24 ,4 ,3 ,2 ,
540 ,6 ,9 ,10 ,
168 ,3 ,7 ,8 ,
45 ,9 ,5 ,1 ,
30 ,5 ,3 ,2 ,
30 ,1 ,3 ,10 ,
288 ,8 ,9 ,4 ,
63 ,9 ,1 ,7 ,
18 ,1 ,9 ,2 ,
36 ,4 ,9 ,1 ,
216 ,4 ,9 ,6 ,
18 ,2 ,3 ,3 ,
6 ,1 ,3 ,2 ,
105 ,3 ,5 ,7 ,
45 ,9 ,5 ,1 ,
8 ,2 ,1 ,4 ,
320 ,8 ,10 ,4 ,
100 ,10 ,2 ,5 ,
64 ,8 ,4 ,2 ,
72 ,9 ,2 ,4 ,
360 ,4 ,9 ,10 ,
24 ,2 ,2 ,6 ,
168 ,3 ,8 ,7 ,
40 ,4 ,5 ,2 ,
27 ,3 ,3 ,3 ,
96 ,4 ,3 ,8 ,
54 ,3 ,2 ,9 ,
64 ,8 ,4 ,2 ,
90 ,3 ,10 ,3 ,
6 ,6 ,1 ,1 ,
150 ,6 ,5 ,5 ,
360 ,8 ,5 ,9 ,
56 ,2 ,7 ,4 ,
54 ,9 ,1 ,6 ,
72 ,4 ,3 ,6 ,
14 ,2 ,1 ,7 ,
126 ,6 ,3 ,7 ,
30 ,1 ,3 ,10 ,
24 ,6 ,4 ,1 ,
56 ,2 ,4 ,7 ,
96 ,4 ,8 ,3 ,
80 ,5 ,8 ,2 ,
15 ,1 ,3 ,5 ,
126 ,3 ,7 ,6 ,
24 ,1 ,8 ,3 ,
180 ,9 ,5 ,4 ,
420 ,7 ,6 ,10 ,
32 ,4 ,4 ,2 ,
294 ,7 ,7 ,6 ,
70 ,5 ,7 ,2 ,
147 ,3 ,7 ,7 ,
100 ,4 ,5 ,5 ,
450 ,9 ,10 ,5 ,
450 ,9 ,10 ,5 ,
40 ,10 ,2 ,2 ,
16 ,4 ,1 ,4 ,
252 ,4 ,7 ,9 ,
162 ,9 ,9 ,2 ,
140 ,2 ,7 ,10 ,
21 ,3 ,7 ,1 ,
392 ,8 ,7 ,7 ,
45 ,3 ,3 ,5 ,
30 ,2 ,5 ,3 ,
100 ,1 ,10 ,10 ,
147 ,3 ,7 ,7 ,
40 ,5 ,2 ,4 ,
45 ,5 ,1 ,9 ,
7 ,1 ,7 ,1 ,
360 ,4 ,9 ,10 ,
540 ,9 ,10 ,6 ,
36 ,4 ,9 ,1 ,
120 ,2 ,6 ,10 ,
50 ,5 ,10 ,1 ,
300 ,5 ,6 ,10 ,
200 ,2 ,10 ,10 ,
192 ,4 ,6 ,8 ,
60 ,4 ,3 ,5 ,
280 ,10 ,4 ,7 ,
125 ,5 ,5 ,5 ,
30 ,5 ,2 ,3 ,
200 ,5 ,5 ,8 ,
400 ,8 ,5 ,10 ,
80 ,10 ,2 ,4 ,
120 ,4 ,5 ,6 ,
36 ,6 ,2 ,3 ,
64 ,8 ,1 ,8 ,
225 ,5 ,5 ,9 ,
128 ,4 ,8 ,4 ,
18 ,1 ,9 ,2 ,
343 ,7 ,7 ,7 ,
240 ,8 ,6 ,5 ,
42 ,6 ,1 ,7 ,
6 ,6 ,1 ,1 ,
720 ,8 ,10 ,9 ,
800 ,10 ,10 ,8 ,
108 ,4 ,3 ,9 ,
30 ,10 ,3 ,1 ,
84 ,7 ,3 ,4 ,
36 ,1 ,6 ,6 ,
210 ,6 ,7 ,5 ,
350 ,5 ,10 ,7 ,
30 ,5 ,3 ,2 ,
81 ,9 ,9 ,1 ,
70 ,7 ,5 ,2 ,
12 ,1 ,2 ,6 ,
720 ,9 ,10 ,8 ,
96 ,3 ,4 ,8 ,
120 ,5 ,4 ,6 ,
350 ,5 ,10 ,7 ,
175 ,7 ,5 ,5 ,
400 ,10 ,5 ,8 ,
54 ,6 ,3 ,3 ,
240 ,4 ,6 ,10 ,
40 ,5 ,8 ,1 ,
70 ,10 ,1 ,7 ,
288 ,4 ,9 ,8 ,
224 ,8 ,7 ,4 ,
20 ,2 ,2 ,5 ,
24 ,3 ,4 ,2 ,
200 ,5 ,4 ,10 ,
720 ,10 ,8 ,9 ,
100 ,2 ,10 ,5 ,
64 ,8 ,2 ,4 ,
60 ,10 ,3 ,2 ,
10 ,10 ,1 ,1 ,
336 ,7 ,8 ,6 ,
504 ,7 ,9 ,8 ,
63 ,1 ,7 ,9 ,
576 ,9 ,8 ,8 ,
18 ,1 ,6 ,3 ,
315 ,7 ,9 ,5 ,
80 ,4 ,10 ,2 ,
45 ,3 ,5 ,3 ,
120 ,8 ,5 ,3 ,
64 ,4 ,2 ,8 ,
48 ,1 ,6 ,8 ,
210 ,7 ,3 ,10 ,
120 ,5 ,3 ,8 ,
108 ,3 ,6 ,6 ,
20 ,1 ,10 ,2 ,
54 ,9 ,6 ,1 ,
420 ,6 ,7 ,10 ,
240 ,5 ,6 ,8 ,
42 ,7 ,6 ,1 ,
120 ,5 ,6 ,4 ,
32 ,2 ,2 ,8 ,
42 ,1 ,7 ,6 ,
45 ,5 ,1 ,9 ,
400 ,8 ,5 ,10 ,
420 ,6 ,7 ,10 ,
210 ,5 ,6 ,7 ,
64 ,4 ,4 ,4 ,
432 ,9 ,8 ,6 ,
315 ,9 ,7 ,5 ,
2 ,2 ,1 ,1 ,
60 ,10 ,2 ,3 ,
18 ,1 ,6 ,3 ,
36 ,3 ,6 ,2 ,
72 ,2 ,9 ,4 ,
225 ,5 ,5 ,9 ,
210 ,3 ,7 ,10 ,
210 ,10 ,3 ,7 ,
60 ,10 ,6 ,1 ,
240 ,8 ,5 ,6 ,
81 ,9 ,9 ,1 ,
27 ,1 ,3 ,9 ,
63 ,9 ,7 ,1 ,
112 ,8 ,2 ,7 ,
192 ,3 ,8 ,8 ,
56 ,8 ,7 ,1 ,
224 ,4 ,7 ,8 ,
80 ,5 ,8 ,2 ,
135 ,9 ,5 ,3 ,
80 ,1 ,8 ,10 ,
16 ,8 ,1 ,2 ,
96 ,4 ,6 ,4 ,
56 ,4 ,2 ,7 ,
40 ,2 ,2 ,10 ,
216 ,9 ,6 ,4 ,
729 ,9 ,9 ,9 ,
72 ,6 ,3 ,4 ,
126 ,7 ,9 ,2 ,
560 ,10 ,7 ,8 ,
80 ,8 ,10 ,1 ,
315 ,5 ,9 ,7 ,
320 ,4 ,8 ,10 ,
324 ,6 ,6 ,9 ,
32 ,1 ,4 ,8 ,
320 ,10 ,4 ,8 ,
140 ,7 ,5 ,4 ,
210 ,3 ,10 ,7 ,
27 ,1 ,3 ,9 ,
216 ,9 ,3 ,8 ,
3 ,1 ,1 ,3 ,
126 ,9 ,2 ,7 ,
48 ,6 ,2 ,4 ,
378 ,7 ,9 ,6 ,
270 ,5 ,9 ,6 ,
120 ,3 ,8 ,5 ,
320 ,4 ,8 ,10 ,
648 ,8 ,9 ,9 ,
567 ,7 ,9 ,9 ,
28 ,4 ,1 ,7 ,
9 ,3 ,1 ,3 ,
60 ,5 ,6 ,2 ,
21 ,1 ,7 ,3 ,
224 ,4 ,7 ,8 ,
450 ,9 ,10 ,5 ,
36 ,1 ,6 ,6 ,
126 ,2 ,7 ,9 ,
600 ,6 ,10 ,10 ,
45 ,5 ,3 ,3 ,
12 ,3 ,1 ,4 ,
12 ,1 ,2 ,6 ,
1 ,1 ,1 ,1 ,
24 ,4 ,3 ,2 ,
56 ,2 ,7 ,4 ,
320 ,8 ,5 ,8 ,
5 ,1 ,1 ,5 ,
4 ,1 ,4 ,1 ,
28 ,1 ,7 ,4 ,
28 ,7 ,2 ,2 ,
96 ,3 ,4 ,8 ,
320 ,4 ,10 ,8 ,
360 ,5 ,9 ,8 ,
48 ,1 ,8 ,6 ,
8 ,1 ,4 ,2 ,
168 ,3 ,8 ,7 ,
560 ,8 ,10 ,7 ,
64 ,4 ,8 ,2 ,
8 ,8 ,1 ,1 ,
3 ,1 ,3 ,1 ,
140 ,7 ,2 ,10 ,
12 ,6 ,2 ,1 ,
28 ,7 ,2 ,2 ,
441 ,7 ,9 ,7 ,
108 ,9 ,2 ,6 ,
56 ,7 ,2 ,4 ,
81 ,9 ,3 ,3 ,
224 ,4 ,7 ,8 ,
270 ,10 ,3 ,9 ,
140 ,10 ,7 ,2 ,
189 ,9 ,3 ,7 ,
175 ,7 ,5 ,5 ,
336 ,8 ,7 ,6 ,
30 ,3 ,2 ,5 ,
192 ,6 ,4 ,8 ,
48 ,2 ,6 ,4 ,
144 ,2 ,8 ,9 ,
8 ,1 ,2 ,4 ,
400 ,8 ,5 ,10 ,
288 ,9 ,8 ,4 ,
144 ,9 ,2 ,8 ,
270 ,9 ,10 ,3 ,
360 ,4 ,9 ,10 ,
350 ,7 ,5 ,10 ,
210 ,6 ,5 ,7 ,
300 ,5 ,6 ,10 ,
100 ,10 ,10 ,1 ,
400 ,4 ,10 ,10 ,
486 ,6 ,9 ,9 ,
60 ,5 ,2 ,6 ,
70 ,1 ,7 ,10 ,
30 ,6 ,5 ,1 ,
30 ,1 ,5 ,6 ,
288 ,8 ,4 ,9 ,
32 ,4 ,2 ,4 ,
140 ,7 ,5 ,4 ,
42 ,2 ,7 ,3 ,
32 ,8 ,1 ,4 ,
189 ,3 ,9 ,7 ,
96 ,6 ,4 ,4 ,
96 ,4 ,6 ,4 ,
180 ,9 ,4 ,5 ,
96 ,3 ,8 ,4 ,
36 ,6 ,6 ,1 ,
20 ,2 ,2 ,5 ,
16 ,8 ,2 ,1 ,
162 ,3 ,9 ,6 ,
168 ,7 ,8 ,3 ,
120 ,6 ,2 ,10 ,
96 ,6 ,4 ,4 ,
500 ,10 ,10 ,5 ,
96 ,4 ,3 ,8 ,
240 ,6 ,8 ,5 ,
120 ,5 ,3 ,8 ,
15 ,5 ,1 ,3 ,
630 ,7 ,10 ,9 ,
60 ,4 ,3 ,5 ,
24 ,6 ,2 ,2 ,
560 ,7 ,10 ,8 ,
40 ,10 ,2 ,2 ,
576 ,8 ,9 ,8 ,
27 ,3 ,3 ,3 ,
80 ,2 ,4 ,10 ,
180 ,9 ,5 ,4 ,
20 ,10 ,2 ,1 ,
84 ,2 ,6 ,7 ,
100 ,2 ,10 ,5 ,
96 ,4 ,8 ,3 ,
45 ,9 ,1 ,5 ,
63 ,7 ,9 ,1 ,
252 ,4 ,7 ,9 ,
25 ,5 ,1 ,5 ,
12 ,1 ,4 ,3 ,
392 ,7 ,8 ,7 ,
40 ,2 ,4 ,5 ,
24 ,1 ,8 ,3 ,
36 ,4 ,9 ,1 ,
112 ,7 ,2 ,8 ,
350 ,5 ,10 ,7 ,
24 ,4 ,3 ,2 ,
6 ,1 ,2 ,3 ,
84 ,6 ,2 ,7 ,
120 ,5 ,4 ,6 ,
108 ,6 ,9 ,2 ,
270 ,9 ,5 ,6 ,
10 ,10 ,1 ,1 ,
240 ,3 ,8 ,10 ,
315 ,9 ,7 ,5 ,
42 ,3 ,2 ,7 ,
72 ,9 ,1 ,8 ,
18 ,2 ,9 ,1 ,
84 ,4 ,7 ,3 ,
24 ,8 ,3 ,1 ,
60 ,5 ,4 ,3 ,
50 ,1 ,5 ,10 ,
120 ,10 ,3 ,4 ,
108 ,6 ,3 ,6 ,
90 ,5 ,9 ,2 ,
120 ,4 ,10 ,3 ,
140 ,7 ,2 ,10 ,
270 ,6 ,9 ,5 ,
40 ,1 ,8 ,5 ,
105 ,7 ,5 ,3 ,
648 ,8 ,9 ,9 ,
500 ,10 ,5 ,10 ,
84 ,3 ,7 ,4 ,
144 ,9 ,8 ,2 ,
80 ,10 ,2 ,4 ,
180 ,9 ,10 ,2 ,
450 ,10 ,5 ,9 ,
42 ,1 ,6 ,7 ,
135 ,9 ,3 ,5 ,
16 ,1 ,2 ,8 ,
378 ,6 ,7 ,9 ,
225 ,5 ,9 ,5 ,
20 ,10 ,2 ,1 ,
225 ,9 ,5 ,5 ,
240 ,3 ,8 ,10 ,
225 ,9 ,5 ,5 ,
150 ,5 ,5 ,6 ,
24 ,2 ,4 ,3 ,
35 ,5 ,7 ,1 ,
378 ,7 ,6 ,9 ,
240 ,6 ,5 ,8 ,
280 ,4 ,10 ,7 ,
80 ,8 ,1 ,10 ,
1000 ,10 ,10 ,10 ,
108 ,9 ,6 ,2 ,
80 ,2 ,8 ,5 ,
480 ,8 ,10 ,6 ,
72 ,6 ,2 ,6 ,
120 ,10 ,2 ,6 ,
9 ,9 ,1 ,1 ,
140 ,2 ,7 ,10 ,
480 ,6 ,10 ,8 ,
210 ,3 ,10 ,7 ,
42 ,3 ,2 ,7 ,
300 ,5 ,6 ,10 ,
900 ,10 ,9 ,10 ,
32 ,4 ,1 ,8 ,
180 ,2 ,10 ,9 ,
810 ,9 ,10 ,9 ,
270 ,3 ,10 ,9 ,
15 ,3 ,1 ,5 ,
120 ,2 ,6 ,10 ,
6 ,1 ,1 ,6 ,
3 ,3 ,1 ,1 ,
54 ,9 ,1 ,6 ,
24 ,6 ,4 ,1 ,
216 ,8 ,3 ,9 ,
24 ,6 ,2 ,2 ,
135 ,9 ,5 ,3 ,
105 ,3 ,7 ,5 ,
81 ,3 ,9 ,3 ,
200 ,10 ,2 ,10 ,
36 ,2 ,6 ,3 ,
135 ,3 ,5 ,9 ,
250 ,5 ,5 ,10 ,
60 ,10 ,3 ,2 ,
280 ,10 ,7 ,4 ,
20 ,1 ,2 ,10 ,
630 ,7 ,10 ,9 ,
80 ,5 ,4 ,4 ,
30 ,1 ,10 ,3 ,
150 ,10 ,5 ,3 ,
20 ,5 ,2 ,2 ,
40 ,5 ,2 ,4 ,
36 ,2 ,2 ,9 ,
240 ,3 ,10 ,8 ,
105 ,5 ,7 ,3 ,
320 ,8 ,4 ,10 ,
100 ,2 ,10 ,5 ,
448 ,7 ,8 ,8 ,
90 ,5 ,6 ,3 ,
72 ,9 ,1 ,8 ,
480 ,6 ,8 ,10 ,
9 ,1 ,9 ,1 ,
60 ,6 ,1 ,10 ,
24 ,1 ,3 ,8 ,
28 ,4 ,1 ,7 ,
12 ,4 ,1 ,3 ,
60 ,10 ,3 ,2 ,
162 ,6 ,9 ,3 ,
8 ,1 ,4 ,2 ,
36 ,3 ,6 ,2 ,
420 ,6 ,7 ,10 ,
270 ,5 ,9 ,6 ,
240 ,8 ,3 ,10 ,
36 ,6 ,1 ,6 ,
300 ,6 ,5 ,10 ,
400 ,5 ,8 ,10 ,
126 ,7 ,6 ,3 ,
81 ,1 ,9 ,9 ,
144 ,2 ,8 ,9 ,
6 ,1 ,6 ,1 ,
162 ,6 ,9 ,3 ,
210 ,5 ,6 ,7 ,
84 ,7 ,6 ,2 ,
175 ,5 ,5 ,7 ,
84 ,3 ,7 ,4 ,
200 ,10 ,2 ,10 ,
9 ,1 ,9 ,1 ,
14 ,7 ,1 ,2 ,
70 ,10 ,1 ,7 ,
252 ,4 ,9 ,7 ,
108 ,9 ,6 ,2 ,
144 ,2 ,8 ,9 ,
27 ,9 ,3 ,1 ,
36 ,4 ,3 ,3 ,
480 ,6 ,10 ,8 ,
126 ,7 ,9 ,2 ,
81 ,3 ,9 ,3 ,
36 ,1 ,4 ,9 ,
80 ,8 ,2 ,5 ,
40 ,5 ,1 ,8 ,
560 ,10 ,7 ,8 ,
490 ,10 ,7 ,7 ,
35 ,1 ,5 ,7 ,
504 ,8 ,9 ,7 ,
224 ,8 ,4 ,7 ,
9 ,3 ,3 ,1 ,
648 ,8 ,9 ,9 ,
270 ,9 ,5 ,6 ,
24 ,4 ,6 ,1 ,
24 ,3 ,1 ,8 ,
216 ,8 ,3 ,9 ,
84 ,3 ,7 ,4 ,
630 ,10 ,9 ,7 ,
40 ,10 ,2 ,2 ,
162 ,3 ,6 ,9 ,
20 ,4 ,1 ,5 ,
144 ,6 ,3 ,8 ,
45 ,3 ,3 ,5 ,
288 ,4 ,8 ,9 ,
14 ,7 ,1 ,2 ,
360 ,10 ,4 ,9 ,
448 ,8 ,7 ,8 ,
630 ,7 ,9 ,10 ,
9 ,3 ,3 ,1 ,
210 ,10 ,3 ,7 ,
48 ,8 ,1 ,6 ,
96 ,6 ,8 ,2 ,
192 ,8 ,8 ,3 ,
96 ,6 ,8 ,2 ,
75 ,3 ,5 ,5 ,
216 ,4 ,6 ,9 ,
90 ,6 ,3 ,5 ,
72 ,9 ,4 ,2 ,
20 ,1 ,10 ,2 ,
105 ,5 ,7 ,3 ,
27 ,9 ,3 ,1 ,
40 ,2 ,2 ,10 ,
10 ,1 ,5 ,2 ,
36 ,9 ,1 ,4 ,
96 ,3 ,8 ,4 ,
96 ,3 ,8 ,4 ,
18 ,1 ,9 ,2 ,
180 ,4 ,9 ,5 ,
56 ,8 ,7 ,1 ,
70 ,7 ,2 ,5 ,
36 ,3 ,4 ,3 ,
100 ,5 ,5 ,4 ,
80 ,1 ,10 ,8 ,
560 ,8 ,10 ,7 ,
28 ,4 ,1 ,7 ,
144 ,9 ,8 ,2 ,
42 ,1 ,6 ,7 ,
270 ,10 ,3 ,9 ,
280 ,10 ,7 ,4 ,
20 ,1 ,10 ,2 ,
12 ,4 ,1 ,3 ,
90 ,5 ,2 ,9 ,
63 ,7 ,3 ,3 ,
18 ,1 ,6 ,3 ,
15 ,1 ,3 ,5 ,
75 ,5 ,5 ,3 ,
50 ,5 ,2 ,5 ,
500 ,5 ,10 ,10 ,
14 ,7 ,2 ,1 ,
180 ,9 ,10 ,2 ,
